xyz_campaign_id,interest,age,gender,total_spent,total_sales,leads,LeadQuality
916,15,30-34,M,6.199999929,1,3,0.33333333333333331
916,16,30-34,M,3.090000004,1,5,0.2
916,20,30-34,M,10.28000021,1,2,0.5
916,28,30-34,M,5.6999999290000005,2,4,0.5
916,29,30-34,M,0.0,1,1,1.0
916,27,30-34,M,1.5,0,1,0.0
916,31,30-34,M,0.0,1,2,0.5
916,7,30-34,M,0.0,0,1,0.0
916,30,30-34,M,0.569999993,0,1,0.0
916,15,35-39,M,4.299999952,1,3,0.33333333333333331
916,16,35-39,M,10.740000009,3,5,0.6
916,7,35-39,M,0.0,0,1,0.0
916,29,35-39,M,2.980000019,1,1,1.0
916,16,40-44,M,15.680000305,2,4,0.5
916,15,40-44,M,0.0,1,1,1.0
916,16,45-49,M,15.82000017,0,1,0.0
916,24,45-49,M,1.470000029,0,1,0.0
916,21,45-49,M,1.529999971,1,1,1.0
916,16,30-34,F,27.289999957,2,3,0.66666666666666663
916,32,30-34,F,1.610000014,1,1,1.0
916,15,30-34,F,2.700000047,0,2,0.0
916,18,30-34,F,0.0,0,1,0.0
916,27,30-34,F,0.0,0,1,0.0
916,29,30-34,F,9.430000067,1,1,1.0
916,63,30-34,F,0.0,0,1,0.0
916,65,30-34,F,6.960000038,0,1,0.0
916,25,35-39,F,1.220000029,0,1,0.0
916,27,35-39,F,2.799999952,1,1,1.0
916,20,35-39,F,1.600000024,0,1,0.0
916,15,40-44,F,1.129999995,1,2,0.5
916,10,45-49,F,5.730000019,2,2,1.0
916,19,45-49,F,0.0,0,1,0.0
916,63,45-49,F,9.379999995,0,1,0.0
936,10,30-34,M,17.680000066,7,13,0.53846153846153844
936,15,30-34,M,17.609999771,5,11,0.45454545454545453
936,21,30-34,M,0.0,2,3,0.66666666666666663
936,25,30-34,M,0.0,0,1,0.0
936,26,30-34,M,14.059999823,2,7,0.2857142857142857
936,29,30-34,M,1.759999991,4,13,0.30769230769230771
936,36,30-34,M,0.0,1,2,0.5
936,10,35-39,M,2.960000038,2,3,0.66666666666666663
936,16,35-39,M,18.76000011,2,12,0.16666666666666666
936,20,35-39,M,5.269999981,1,2,0.5
936,23,35-39,M,0.0,0,1,0.0
936,26,35-39,M,0.0,0,1,0.0
936,27,35-39,M,15.380000114999998,1,3,0.33333333333333331
936,28,35-39,M,5.050000071,0,6,0.0
936,29,35-39,M,7.539999961,2,5,0.4
936,29,40-44,M,12.140000222999998,2,5,0.4
936,36,40-44,M,1.409999967,0,2,0.0
936,18,45-49,M,5.7000001660000006,1,5,0.2
936,19,45-49,M,0.0,0,1,0.0
936,29,45-49,M,10.189999938,1,3,0.33333333333333331
936,31,45-49,M,0.0,0,1,0.0
936,10,30-34,F,20.950000280999998,4,6,0.66666666666666663
936,16,30-34,F,67.649999614,5,20,0.25
936,18,30-34,F,8.149999975,2,7,0.2857142857142857
936,26,30-34,F,8.8699998859999987,2,6,0.33333333333333331
936,27,30-34,F,43.590000396,6,9,0.66666666666666663
936,29,30-34,F,18.019999981,3,7,0.42857142857142855
936,31,30-34,F,1.570000052,3,3,1.0
936,64,30-34,F,20.329999807,2,7,0.2857142857142857
936,10,35-39,F,35.869999884,2,6,0.33333333333333331
936,16,35-39,F,46.219999907,5,12,0.41666666666666669
936,22,35-39,F,7.000000089,2,3,0.66666666666666663
936,27,35-39,F,93.120000720000007,1,6,0.16666666666666666
936,29,35-39,F,86.549999713,5,7,0.7142857142857143
936,32,35-39,F,0.0,1,1,1.0
936,36,35-39,F,0.0,0,0,
936,63,35-39,F,9.390000105,1,4,0.25
936,64,35-39,F,20.660000323000002,1,4,0.25
936,7,40-44,F,0.0,0,1,0.0
936,21,40-44,F,0.0,1,2,0.5
936,26,40-44,F,2.349999964,0,1,0.0
936,27,40-44,F,59.019999871,0,6,0.0
936,28,40-44,F,4.079999924,0,2,0.0
936,63,40-44,F,21.160000201,1,3,0.33333333333333331
936,64,40-44,F,4.050000072,0,2,0.0
936,10,45-49,F,185.00000083000003,1,10,0.1
936,15,45-49,F,40.149999624,1,3,0.33333333333333331
936,19,45-49,F,0.49000001,1,3,0.33333333333333331
936,20,45-49,F,10.299999952,1,3,0.33333333333333331
936,27,45-49,F,72.030000335,1,7,0.14285714285714285
936,29,45-49,F,129.099999438,2,8,0.25
936,2,30-34,M,0.239999995,1,2,0.5
936,16,30-34,M,23.360000074,7,18,0.3888888888888889
936,27,30-34,M,19.88000035,0,4,0.0
936,28,30-34,M,17.78000021,4,7,0.5714285714285714
936,7,35-39,M,0.0,0,1,0.0
936,63,35-39,M,3.00999999,0,1,0.0
936,10,40-44,M,7.779999971,1,3,0.33333333333333331
936,30,40-44,M,1.580000043,1,1,1.0
936,16,45-49,M,176.71000081,1,12,0.083333333333333329
936,20,45-49,M,3.579999924,2,3,0.66666666666666663
936,20,30-34,F,2.6399999259999998,0,6,0.0
936,23,30-34,F,1.309999943,0,2,0.0
936,32,30-34,F,1.330000043,1,4,0.25
936,31,35-39,F,0.860000014,1,1,1.0
936,10,40-44,F,56.920000970000004,2,7,0.2857142857142857
936,16,40-44,F,182.019999983,3,13,0.23076923076923078
936,18,40-44,F,19.829999568999998,1,3,0.33333333333333331
936,19,40-44,F,5.460000038,1,1,1.0
936,30,40-44,F,0.0,1,1,1.0
936,16,45-49,F,658.76999879800007,7,25,0.28
936,18,45-49,F,12.400000096,1,3,0.33333333333333331
936,24,45-49,F,1.419999957,0,1,0.0
936,26,45-49,F,187.30999816199997,2,10,0.2
936,64,30-34,M,5.779999852,3,6,0.5
936,15,35-39,M,2.519999981,1,2,0.5
936,22,35-39,M,0.980000019,1,1,1.0
936,2,40-44,M,4.5300000009999994,2,3,0.66666666666666663
936,16,40-44,M,12.289999723000001,2,7,0.2857142857142857
936,10,45-49,M,8.550000072,2,2,1.0
936,21,45-49,M,0.980000019,1,3,0.33333333333333331
936,26,45-49,M,1.340000033,2,2,1.0
936,15,30-34,F,5.079999924,1,4,0.25
936,21,30-34,F,1.220000029,1,2,0.5
936,22,30-34,F,36.180000365,0,5,0.0
936,30,30-34,F,0.0,0,2,0.0
936,63,30-34,F,2.8100000620000003,2,4,0.5
936,21,35-39,F,0.0,0,0,
936,25,35-39,F,2.420000076,0,1,0.0
936,26,35-39,F,4.560000062,0,2,0.0
936,31,45-49,F,6.340000153,1,1,1.0
936,64,45-49,F,7.269999981,1,2,0.5
936,25,45-49,F,4.590000033,1,2,0.5
936,23,45-49,F,0.0,1,1,1.0
936,21,45-49,F,25.86000001,0,2,0.0
936,28,45-49,F,25.41999936,1,1,1.0
936,65,45-49,F,36.69999969,1,2,0.5
936,63,45-49,F,29.78000045,0,3,0.0
936,7,30-34,F,1.279999971,2,3,0.66666666666666663
936,2,30-34,F,0.0,0,1,0.0
936,63,45-49,M,4.449999869,1,2,0.5
936,64,45-49,M,10.429999888,1,2,0.5
936,19,40-44,M,12.239999773,1,3,0.33333333333333331
936,23,40-44,M,1.25999999,0,1,0.0
936,36,35-39,M,1.289999962,0,1,0.0
936,7,45-49,M,13.239999770999999,0,2,0.0
936,63,40-44,M,7.719999909,0,1,0.0
936,36,45-49,M,0.0,1,2,0.5
936,63,30-34,M,0.0,1,2,0.5
936,27,40-44,M,5.389999866,1,1,1.0
936,65,30-34,M,0.99000001,3,3,1.0
936,24,40-44,M,1.379999995,0,1,0.0
936,24,35-39,M,1.049999952,1,1,1.0
936,28,45-49,M,0.0,0,1,0.0
936,7,40-44,M,0.0,1,1,1.0
936,64,35-39,M,1.830000043,1,1,1.0
936,19,30-34,M,0.959999979,0,2,0.0
936,18,30-34,M,3.949999988,1,6,0.16666666666666666
936,20,30-34,M,6.9800001379999994,2,5,0.4
936,31,30-34,M,0.0,0,3,0.0
936,29,40-44,F,0.0,0,1,0.0
936,20,40-44,F,7.049999952,0,3,0.0
936,32,30-34,M,0.0,2,3,0.66666666666666663
936,32,40-44,M,4.130000114,1,1,1.0
936,30,30-34,M,0.0,1,2,0.5
936,22,40-44,F,7.659999847,0,2,0.0
936,15,40-44,M,0.0,0,1,0.0
936,30,35-39,F,9.410000324,0,2,0.0
936,65,45-49,M,0.0,0,1,0.0
936,15,35-39,F,1.730000019,1,3,0.33333333333333331
936,28,30-34,F,10.749999880999999,3,7,0.42857142857142855
936,25,30-34,F,2.200000048,1,3,0.33333333333333331
936,23,35-39,F,0.0,1,1,1.0
936,65,30-34,F,0.0,1,1,1.0
936,24,30-34,F,0.0,0,1,0.0
936,32,40-44,F,4.569999933,1,1,1.0
936,15,40-44,F,1.539999962,0,1,0.0
936,24,30-34,M,6.4799999,3,4,0.75
936,20,40-44,M,2.839999914,1,1,1.0
936,15,45-49,M,0.0,0,1,0.0
936,22,45-49,M,0.0,0,1,0.0
936,32,35-39,M,0.0,0,1,0.0
936,18,35-39,F,0.0,1,1,1.0
936,2,40-44,F,0.0,1,1,1.0
1178,10,30-34,M,624.68999622,24,58,0.41379310344827586
1178,15,30-34,M,933.099996935,31,94,0.32978723404255317
1178,16,30-34,M,542.109998762,37,73,0.50684931506849318
1178,18,30-34,M,465.73000033200003,7,18,0.3888888888888889
1178,19,30-34,M,373.78999792,8,18,0.44444444444444442
1178,20,30-34,M,512.37999937800009,12,35,0.34285714285714286
1178,21,30-34,M,109.930001021,7,12,0.58333333333333337
1178,22,30-34,M,106.599999905,2,8,0.25
1178,23,30-34,M,58.480000139,2,7,0.2857142857142857
1178,24,30-34,M,51.42999995,2,6,0.33333333333333331
1178,25,30-34,M,407.700000952,9,33,0.27272727272727271
1178,26,30-34,M,113.25999987,0,8,0.0
1178,27,30-34,M,424.92999665500008,7,35,0.2
1178,28,30-34,M,652.560002501,10,47,0.21276595744680851
1178,29,30-34,M,485.54000361,29,66,0.43939393939393939
1178,30,30-34,M,172.29000014800002,2,12,0.16666666666666666
1178,31,30-34,M,24.97999942,2,6,0.33333333333333331
1178,32,30-34,M,95.82000076700001,1,6,0.16666666666666666
1178,36,30-34,M,80.619999306,5,11,0.45454545454545453
1178,63,30-34,M,121.839999328,5,11,0.45454545454545453
1178,64,30-34,M,180.77999978000003,4,11,0.36363636363636365
1178,65,30-34,M,112.67999983000001,1,4,0.25
1178,2,30-34,M,104.29000115,8,14,0.5714285714285714
1178,7,30-34,M,334.02999961,13,33,0.39393939393939392
1178,66,30-34,M,136.889999985,1,6,0.16666666666666666
1178,10,35-39,M,378.47999854200003,7,26,0.26923076923076922
1178,15,35-39,M,283.21999922,4,8,0.5
1178,16,35-39,M,261.26999937,7,20,0.35
1178,18,35-39,M,162.31000053,5,9,0.55555555555555558
1178,19,35-39,M,146.20999818,1,10,0.1
1178,20,35-39,M,156.87000012000001,5,14,0.35714285714285715
1178,21,35-39,M,81.439999934999989,1,4,0.25
1178,22,35-39,M,151.06000054,4,10,0.4
1178,23,35-39,M,165.88000077200002,0,6,0.0
1178,24,35-39,M,118.65999948,2,6,0.33333333333333331
1178,25,35-39,M,121.36999856899999,1,4,0.25
1178,26,35-39,M,23.2099998,0,2,0.0
1178,27,35-39,M,277.33999925,2,16,0.125
1178,28,35-39,M,987.1200017,9,24,0.375
1178,29,35-39,M,431.280005319,11,32,0.34375
1178,30,35-39,M,70.66000068,2,5,0.4
1178,31,35-39,M,1.289999962,0,1,0.0
1178,32,35-39,M,333.78999957,8,13,0.61538461538461542
1178,36,35-39,M,18.73000002,2,4,0.5
1178,63,35-39,M,57.159999371,3,5,0.6
1178,64,35-39,M,154.960000337,3,8,0.375
1178,65,35-39,M,100.37000072000001,7,9,0.77777777777777779
1178,2,35-39,M,153.38000118,2,7,0.2857142857142857
1178,7,35-39,M,69.679999181,2,3,0.66666666666666663
1178,66,35-39,M,32.710000281,1,2,0.5
1178,10,40-44,M,428.04999861,6,19,0.31578947368421051
1178,15,40-44,M,40.02000093,1,1,1.0
1178,16,40-44,M,944.23999762999983,13,38,0.34210526315789475
1178,19,40-44,M,270.649999647,3,11,0.27272727272727271
1178,20,40-44,M,418.35999970999995,8,17,0.47058823529411764
1178,21,40-44,M,0.0,0,1,0.0
1178,22,40-44,M,169.13999998799997,1,5,0.2
1178,23,40-44,M,53.8999995,0,2,0.0
1178,24,40-44,M,91.64999914,0,2,0.0
1178,25,40-44,M,87.7899996,1,1,1.0
1178,26,40-44,M,6.730000019,0,1,0.0
1178,27,40-44,M,92.37999904,0,4,0.0
1178,29,40-44,M,465.51000028000004,6,15,0.4
1178,30,40-44,M,98.32999968,2,3,0.66666666666666663
1178,31,40-44,M,19.11000001,1,1,1.0
1178,32,40-44,M,217.54000261000002,4,7,0.5714285714285714
1178,36,40-44,M,68.61000013,0,2,0.0
1178,63,40-44,M,93.99000036,2,3,0.66666666666666663
1178,64,40-44,M,47.5,1,2,0.5
1178,65,40-44,M,60.72999966,1,2,0.5
1178,2,40-44,M,118.79000186900001,2,4,0.5
1178,7,40-44,M,68.06000054,0,2,0.0
1178,66,40-44,M,9.340000033,1,2,0.5
1178,10,45-49,M,870.12000140000009,8,29,0.27586206896551724
1178,15,45-49,M,209.35999797,3,6,0.5
1178,16,45-49,M,1425.4500042799998,14,38,0.36842105263157893
1178,18,45-49,M,284.29999837,2,8,0.25
1178,19,45-49,M,365.70999828,5,12,0.41666666666666669
1178,20,45-49,M,247.35000077799998,3,9,0.33333333333333331
1178,21,45-49,M,155.35999926,0,5,0.0
1178,22,45-49,M,11.00999999,0,1,0.0
1178,23,45-49,M,70.609999775,0,3,0.0
1178,24,45-49,M,128.6099997,3,4,0.75
1178,25,45-49,M,70.37000061,2,3,0.66666666666666663
1178,26,45-49,M,5.769999981,0,1,0.0
1178,27,45-49,M,466.62000027999994,1,11,0.090909090909090912
1178,28,45-49,M,437.15000162,3,11,0.27272727272727271
1178,29,45-49,M,938.31000095999991,21,43,0.48837209302325579
1178,31,45-49,M,91.60999917,2,4,0.5
1178,32,45-49,M,780.40999838099992,4,13,0.30769230769230771
1178,36,45-49,M,4.820000052,1,1,1.0
1178,63,45-49,M,96.26000047,1,3,0.33333333333333331
1178,64,45-49,M,16.38,1,1,1.0
1178,65,45-49,M,22.67000031,1,1,1.0
1178,2,45-49,M,15.99000025,0,1,0.0
1178,66,45-49,M,17.04999995,0,1,0.0
1178,10,30-34,F,108.62999952,6,16,0.375
1178,15,30-34,F,383.82000234000003,7,33,0.21212121212121213
1178,16,30-34,F,434.76999692000004,8,28,0.2857142857142857
1178,18,30-34,F,449.1799992,5,12,0.41666666666666669
1178,19,30-34,F,228.119998841,5,12,0.41666666666666669
1178,20,30-34,F,333.96999839,5,21,0.23809523809523808
1178,21,30-34,F,170.80999921,9,22,0.40909090909090912
1178,22,30-34,F,151.890000629,1,5,0.2
1178,23,30-34,F,0.0,0,1,0.0
1178,24,30-34,F,131.070000642,2,6,0.33333333333333331
1178,25,30-34,F,169.9199973,0,2,0.0
1178,26,30-34,F,117.33000075999999,3,7,0.42857142857142855
1178,27,30-34,F,975.40000247,19,63,0.30158730158730157
1178,28,30-34,F,574.079997362,6,19,0.31578947368421051
1178,29,30-34,F,755.68999773299993,17,39,0.4358974358974359
1178,30,30-34,F,130.5100019,2,7,0.2857142857142857
1178,31,30-34,F,11.700000286,2,2,1.0
1178,32,30-34,F,298.98000113,11,21,0.52380952380952384
1178,36,30-34,F,5.929999948,0,1,0.0
1178,63,30-34,F,366.19999409999997,5,18,0.27777777777777779
1178,64,30-34,F,271.78999604,5,17,0.29411764705882354
1178,65,30-34,F,26.590000395,2,2,1.0
1178,2,30-34,F,67.20000004100001,2,5,0.4
1178,7,30-34,F,83.580000513,0,8,0.0
1178,66,30-34,F,10.54999995,1,2,0.5
1178,10,35-39,F,565.02999832,3,24,0.125
1178,15,35-39,F,39.950001235,2,3,0.66666666666666663
1178,16,35-39,F,1350.05999512,14,43,0.32558139534883723
1178,18,35-39,F,31.00999963,1,1,1.0
1178,19,35-39,F,200.54000149,1,6,0.16666666666666666
1178,21,35-39,F,97.56999982,2,5,0.4
1178,22,35-39,F,153.63999975000002,0,5,0.0
1178,24,35-39,F,91.07000041,1,5,0.2
1178,25,35-39,F,104.65999996600002,1,9,0.1111111111111111
1178,26,35-39,F,134.45000041,2,2,1.0
1178,27,35-39,F,564.1999943,6,19,0.31578947368421051
1178,28,35-39,F,10.96000016,0,1,0.0
1178,29,35-39,F,290.63000274,11,20,0.55
1178,30,35-39,F,33.19999933,0,2,0.0
1178,32,35-39,F,72.91000104,0,1,0.0
1178,63,35-39,F,735.61000347,8,25,0.32
1178,64,35-39,F,114.98999966,3,9,0.33333333333333331
1178,2,35-39,F,8.189999938,0,1,0.0
1178,7,35-39,F,48.54999948,0,2,0.0
1178,10,40-44,F,732.12999679,7,22,0.31818181818181818
1178,15,40-44,F,194.8099988,2,9,0.22222222222222221
1178,16,40-44,F,638.74999389999994,5,16,0.3125
1178,18,40-44,F,4.050000191,1,1,1.0
1178,21,40-44,F,92.40999961499999,1,5,0.2
1178,22,40-44,F,22.12000012,0,2,0.0
1178,23,40-44,F,118.93999969999999,2,3,0.66666666666666663
1178,25,40-44,F,232.99999774000003,2,10,0.2
1178,26,40-44,F,478.68999729999996,9,17,0.52941176470588236
1178,27,40-44,F,730.6699985,2,18,0.1111111111111111
1178,28,40-44,F,147.93000031,3,7,0.42857142857142855
1178,29,40-44,F,444.4500028,2,9,0.22222222222222221
1178,30,40-44,F,40.37000024,1,1,1.0
1178,31,40-44,F,82.98000008,0,3,0.0
1178,32,40-44,F,159.43999943,0,3,0.0
1178,36,40-44,F,24.33000016,0,2,0.0
1178,63,40-44,F,221.65000054,2,3,0.66666666666666663
1178,64,40-44,F,59.85000026,0,1,0.0
1178,65,40-44,F,59.46000028,2,5,0.4
1178,2,40-44,F,30.84000027,1,1,1.0
1178,7,40-44,F,30.50999963,1,1,1.0
1178,66,40-44,F,24.22000015,0,1,0.0
1178,10,45-49,F,1037.8100037,7,23,0.30434782608695654
1178,15,45-49,F,430.0199986,0,4,0.0
1178,16,45-49,F,1229.8600041,3,18,0.16666666666666666
1178,18,45-49,F,978.46000329999993,5,10,0.5
1178,19,45-49,F,336.18999844999996,7,17,0.41176470588235292
1178,20,45-49,F,241.3000022,6,7,0.8571428571428571
1178,21,45-49,F,87.10000002,1,3,0.33333333333333331
1178,22,45-49,F,222.57999656,1,2,0.5
1178,23,45-49,F,125.2700011,1,1,1.0
1178,24,45-49,F,45.769999745999996,1,2,0.5
1178,25,45-49,F,398.6199993,1,8,0.125
1178,26,45-49,F,493.83999846000006,1,8,0.125
1178,27,45-49,F,1331.9200001000002,6,35,0.17142857142857143
1178,28,45-49,F,327.27000052,1,9,0.1111111111111111
1178,29,45-49,F,956.06999544,13,30,0.43333333333333335
1178,30,45-49,F,59.710000278,0,4,0.0
1178,31,45-49,F,58.65999991,3,5,0.6
1178,63,45-49,F,703.65000410000016,2,11,0.18181818181818182
1178,64,45-49,F,569.52999962,1,11,0.090909090909090912
1178,65,45-49,F,114.8599998,0,2,0.0
1178,100,30-34,M,3.199999928,0,1,0.0
1178,101,30-34,M,7.529999852,4,4,1.0
1178,102,30-34,M,2.690000057,1,2,0.5
1178,103,30-34,M,27.32999969,1,4,0.25
1178,105,30-34,M,53.78999972,0,2,0.0
1178,107,30-34,M,61.00999904,3,10,0.3
1178,110,30-34,M,46.66999936,3,11,0.27272727272727271
1178,111,30-34,M,12.10999984,0,1,0.0
1178,112,30-34,M,3.199999928,1,3,0.33333333333333331
1178,113,30-34,M,32.09000015,1,5,0.2
1178,101,35-39,M,2.960000038,1,1,1.0
1178,102,35-39,M,23.69999957,0,1,0.0
1178,103,35-39,M,16.94000018,2,3,0.66666666666666663
1178,105,35-39,M,46.64999926,1,3,0.33333333333333331
1178,107,35-39,M,12.67999995,0,1,0.0
1178,108,35-39,M,19.82000005,1,2,0.5
1178,109,35-39,M,21.26000023,0,2,0.0
1178,110,35-39,M,40.73000062,0,3,0.0
1178,112,35-39,M,25.01000023,0,3,0.0
1178,113,35-39,M,11.5199995,1,2,0.5
1178,114,35-39,M,7.700000048,0,1,0.0
1178,100,40-44,M,12.14999962,1,3,0.33333333333333331
1178,101,40-44,M,14.96000034,0,1,0.0
1178,104,40-44,M,1.49000001,1,1,1.0
1178,105,40-44,M,28.47000003,0,2,0.0
1178,106,40-44,M,15.14999998,0,1,0.0
1178,107,40-44,M,60.22999907,1,3,0.33333333333333331
1178,108,40-44,M,28.71999955,1,3,0.33333333333333331
1178,110,40-44,M,34.86999965,2,2,1.0
1178,111,40-44,M,13.50000036,1,1,1.0
1178,112,40-44,M,13.55999994,0,1,0.0
1178,113,40-44,M,9.259999871,1,1,1.0
1178,100,45-49,M,17.94000006,0,4,0.0
1178,102,45-49,M,25.75000024,1,2,0.5
1178,104,45-49,M,30.08000076,0,4,0.0
1178,105,45-49,M,7.26000011,1,1,1.0
1178,107,45-49,M,18.41999996,1,2,0.5
1178,108,45-49,M,50.5,1,4,0.25
1178,109,45-49,M,82.13999915,2,5,0.4
1178,110,45-49,M,36.60000038,1,2,0.5
1178,112,45-49,M,19.58000016,0,1,0.0
1178,113,45-49,M,13.65000045,0,3,0.0
1178,114,45-49,M,30.26000011,0,1,0.0
1178,101,30-34,F,113.6800029,4,10,0.4
1178,102,30-34,F,11.42999983,2,3,0.66666666666666663
1178,103,30-34,F,99.52000237,2,7,0.2857142857142857
1178,104,30-34,F,110.7800021,2,21,0.095238095238095233
1178,105,30-34,F,120.8799992,0,11,0.0
1178,106,30-34,F,35.54000032,1,2,0.5
1178,107,30-34,F,119.6400018,4,20,0.2
1178,108,30-34,F,11.18999994,0,4,0.0
1178,109,30-34,F,138.9200006,1,12,0.083333333333333329
1178,110,30-34,F,14.48000044,1,4,0.25
1178,111,30-34,F,163.8000002,9,23,0.391304347826087
1178,112,30-34,F,111.9899995,3,12,0.25
1178,100,35-39,F,15.04999995,0,1,0.0
1178,101,35-39,F,237.3199975,3,14,0.21428571428571427
1178,102,35-39,F,47.87999952,1,3,0.33333333333333331
1178,106,35-39,F,164.6400015,0,3,0.0
1178,107,35-39,F,200.8299961,5,11,0.45454545454545453
1178,108,35-39,F,105.2199969,2,8,0.25
1178,109,35-39,F,127.3200028,1,4,0.25
1178,110,35-39,F,68.67000008,1,8,0.125
1178,111,35-39,F,20.05000019,0,2,0.0
1178,112,35-39,F,9.409999967,1,3,0.33333333333333331
1178,113,35-39,F,77.59999979,2,6,0.33333333333333331
1178,114,35-39,F,16.73000002,1,1,1.0
1178,100,40-44,F,246.7499975,7,18,0.3888888888888889
1178,101,40-44,F,223.1899948,9,31,0.29032258064516131
1178,102,40-44,F,67.60999918,0,1,0.0
1178,103,40-44,F,319.0000019,0,6,0.0
1178,104,40-44,F,82.92999887,0,3,0.0
1178,105,40-44,F,57.0,0,2,0.0
1178,106,40-44,F,233.110002,4,13,0.30769230769230771
1178,107,40-44,F,217.7799966,2,5,0.4
1178,108,40-44,F,323.0600071,1,10,0.1
1178,109,40-44,F,87.99000168,2,2,1.0
1178,110,40-44,F,105.4500008,1,3,0.33333333333333331
1178,111,40-44,F,120.8999977,0,1,0.0
1178,112,40-44,F,301.0499992,10,30,0.33333333333333331
1178,114,40-44,F,62.31999922,1,4,0.25
1178,100,45-49,F,279.219995,1,11,0.090909090909090912
1178,101,45-49,F,158.0500023,4,10,0.4
1178,102,45-49,F,36.01000071,2,2,1.0
1178,103,45-49,F,16.34000051,0,1,0.0
1178,104,45-49,F,162.6399975,5,14,0.35714285714285715
1178,105,45-49,F,333.7499943,4,11,0.36363636363636365
1178,106,45-49,F,33.71000051,0,1,0.0
1178,107,45-49,F,232.5900005,4,13,0.30769230769230771
1178,108,45-49,F,47.69000006,1,4,0.25
1178,109,45-49,F,358.189997,2,13,0.15384615384615385
1178,110,45-49,F,173.8800035,0,3,0.0
1178,111,45-49,F,40.28999949,0,2,0.0
1178,113,45-49,F,198.7100005,2,8,0.25
1178,114,45-49,F,165.6099987,2,5,0.4